mask_type_id,tier,region_group,body_part,subregion,mask_role,owner_scope,scale,edit_allowed,protect_required,body_regions,required_for_images,required_for_video,required_for_audio_sync,soft_body_role,deformation_type,gravity_sensitive,collision_sensitive,multi_character_allowed,temporal_required,allowed_workflow_routes,protected_regions,required_evidence,qa_gates,promotion_rule,status,item_id,tracker_id,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
mf70_gravity_sag_field,tier_5_soft_body_deformation,soft_body_deformation_morphing,deformation,pose_aware_gravity_sag_field,soft_body_deformation_or_protected_anchor,single_character,major,true,true,false,true,true,false,deformation_field,gravity_sag,true,false,false,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skeletal_anchor; support_contact; clothing,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0109,TRK-W70-0109,W70:soft_body_deformation_morphing:mf70_gravity_sag_field,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_collision_compression_field,tier_5_soft_body_deformation,soft_body_deformation_morphing,deformation,collision_compression_field,soft_body_deformation_or_protected_anchor,single_character,minor,true,true,false,true,true,true,deformation_field,collision_compression,true,true,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,contact_owner_a; contact_owner_b; surface_edge,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0110,TRK-W70-0110,W70:soft_body_deformation_morphing:mf70_collision_compression_field,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_ripple_rebound_decay_field,tier_5_soft_body_deformation,soft_body_deformation_morphing,deformation,ripple_rebound_decay_field,soft_body_deformation_or_protected_anchor,single_character,minor,true,true,false,true,true,true,deformation_field,jiggle_ripple_rebound_decay,true,true,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,anchor_regions; contact_patch; clothing,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0111,TRK-W70-0111,W70:soft_body_deformation_morphing:mf70_ripple_rebound_decay_field,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_soft_body_mesh_control_lattice,tier_5_soft_body_deformation,soft_body_deformation_morphing,deformation,soft_body_mesh_control_lattice,soft_body_deformation_or_protected_anchor,single_character,major,true,true,false,true,true,true,mesh_control,mesh_lattice_deformation,true,true,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skeletal_anchor; identity_anchor; hands; feet,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0112,TRK-W70-0112,W70:soft_body_deformation_morphing:mf70_soft_body_mesh_control_lattice,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_multi_character_soft_body_contact_pair,tier_5_soft_body_deformation,soft_body_deformation_morphing,deformation,multi_character_soft_body_contact_pair,soft_body_deformation_or_protected_anchor,single_character,minor,true,true,false,true,true,true,contact_deformation,multi_character_collision_compression,true,true,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,character_a_anchor; character_b_anchor; identity_regions,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0113,TRK-W70-0113,W70:soft_body_deformation_morphing:mf70_multi_character_soft_body_contact_pair,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_protected_skeletal_joint_anchor,tier_5_soft_body_deformation,soft_body_deformation_morphing,protected_anchor,skeletal_joint_anchor_regions,soft_body_deformation_or_protected_anchor,single_character,major,true,true,false,true,true,false,protected_anchor,none,false,false,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,shoulders; elbows; wrists; hips; knees; ankles,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0114,TRK-W70-0114,W70:soft_body_deformation_morphing:mf70_protected_skeletal_joint_anchor,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_protected_hands_fingers_anchor,tier_5_soft_body_deformation,soft_body_deformation_morphing,protected_anchor,hands_fingers_anchor_regions,soft_body_deformation_or_protected_anchor,single_character,major,true,true,false,true,true,false,protected_anchor,none,false,false,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,hands; fingers; fingernails; held_objects,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0115,TRK-W70-0115,W70:soft_body_deformation_morphing:mf70_protected_hands_fingers_anchor,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_protected_clothing_seam_anchor,tier_5_soft_body_deformation,soft_body_deformation_morphing,protected_anchor,clothing_seam_anchor_regions,soft_body_deformation_or_protected_anchor,single_character,micro,true,true,false,true,true,true,protected_anchor,none,false,true,true,true,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,seams; buttons; zippers; fabric_folds,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass; pose_aware_deformation_map_pass; gravity_direction_check_pass; collision_contact_check_pass; anchor_region_protection_pass; shape_identity_continuity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0116,TRK-W70-0116,W70:soft_body_deformation_morphing:mf70_protected_clothing_seam_anchor,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Soft Body, Deformation, Morphing",176,202
mf70_per_frame_propagated_mask,tier_6_temporal_video_propagation,video_temporal_masks,video,per_frame_propagated_mask,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,source_mask; owner_instance; frame_edges,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0117,TRK-W70-0117,W70:video_temporal_masks:mf70_per_frame_propagated_mask,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_mask_drift_detection,tier_6_temporal_video_propagation,video_temporal_masks,video,mask_drift_detection_region,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,identity; body_part; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0118,TRK-W70-0118,W70:video_temporal_masks:mf70_mask_drift_detection,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_occlusion_enter_exit,tier_6_temporal_video_propagation,video_temporal_masks,video,occlusion_enter_exit_frames,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,foreground; background; contact_patch,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0119,TRK-W70-0119,W70:video_temporal_masks:mf70_occlusion_enter_exit,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_motion_blur_region,tier_6_temporal_video_propagation,video_temporal_masks,video,motion_blur_region,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,body_part; edge_detail; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0120,TRK-W70-0120,W70:video_temporal_masks:mf70_motion_blur_region,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_contact_persistence_frames,tier_6_temporal_video_propagation,video_temporal_masks,video,frame_to_frame_contact_persistence,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,contact_owner_a; contact_owner_b; shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0121,TRK-W70-0121,W70:video_temporal_masks:mf70_contact_persistence_frames,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_visibility_state_body_part,tier_6_temporal_video_propagation,video_temporal_masks,video,body_part_visibility_state,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,owner_instance; occluder; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0122,TRK-W70-0122,W70:video_temporal_masks:mf70_visibility_state_body_part,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_continuity_clothing_hair_accessory_skinmarks,tier_6_temporal_video_propagation,video_temporal_masks,video,clothing_hair_accessory_skinmark_continuity,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,identity; body_shape; lighting,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0123,TRK-W70-0123,W70:video_temporal_masks:mf70_continuity_clothing_hair_accessory_skinmarks,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_repair_span_bad_frames_only,tier_6_temporal_video_propagation,video_temporal_masks,video,bad_frame_repair_span_only,temporal_tracking_or_repair_mask,single_character,temporal,true,true,false,true,true,false,none,none,false,false,false,true,video_mask_propagation; temporal_repair; frame_grid_review; playback_review,good_frames_before_after; identity; motion,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; no_single_frame_only_certification,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0124,TRK-W70-0124,W70:video_temporal_masks:mf70_repair_span_bad_frames_only,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Video Temporal Masks,203,219
mf70_audio_footstep_contact,tier_7_audio_linked_event_masks,audio_linked_masks,audio_event,footstep_contact_region,audio_visual_event_alignment_mask,single_character,audio,true,true,false,true,true,true,none,none,false,false,false,true,audio_event_alignment; foley_timing; av_sync_review; visual_contact_review,foot; floor; shadow; timing_anchor,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0125,TRK-W70-0125,W70:audio_linked_masks:mf70_audio_footstep_contact,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Audio Linked Masks,220,236
mf70_audio_hand_contact,tier_7_audio_linked_event_masks,audio_linked_masks,audio_event,hand_contact_region,audio_visual_event_alignment_mask,single_character,audio,true,true,false,true,true,true,none,none,false,false,false,true,audio_event_alignment; foley_timing; av_sync_review; visual_contact_review,hand; object_or_body; timing_anchor,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0126,TRK-W70-0126,W70:audio_linked_masks:mf70_audio_hand_contact,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Audio Linked Masks,220,236
mf70_audio_clothing_rustle,tier_7_audio_linked_event_masks,audio_linked_masks,audio_event,clothing_rustle_region,audio_visual_event_alignment_mask,single_character,audio,true,true,false,true,true,true,none,none,false,false,false,true,audio_event_alignment; foley_timing; av_sync_review; visual_contact_review,fabric; body_motion; contact_patch,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0127,TRK-W70-0127,W70:audio_linked_masks:mf70_audio_clothing_rustle,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Audio Linked Masks,220,236
mf70_audio_object_impact,tier_7_audio_linked_event_masks,audio_linked_masks,audio_event,object_impact_region,audio_visual_event_alignment_mask,single_character,audio,true,true,false,true,true,true,none,none,false,false,false,true,audio_event_alignment; foley_timing; av_sync_review; visual_contact_review,object; surface; hand; timing_anchor,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0128,TRK-W70-0128,W70:audio_linked_masks:mf70_audio_object_impact,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Audio Linked Masks,220,236
mf70_audio_bed_chair_couch_compression,tier_7_audio_linked_event_masks,audio_linked_masks,audio_event,support_surface_compression_region,audio_visual_event_alignment_mask,single_character,audio,true,true,false,true,true,true,none,none,false,false,false,true,audio_event_alignment; foley_timing; av_sync_review; visual_contact_review,body; support_surface; fabric,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0129,TRK-W70-0129,W70:audio_linked_masks:mf70_audio_bed_chair_couch_compression,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Audio Linked Masks,220,236
